GroupCode,UserId,ProbeBudget,AkonaHabitat,AkonaYN,EolaniH,EolaniYN,Jakala-TayH,Jakala-TayYN,KaylidH,KaylidYN,SylcariH,SylcariYN,WroftH,WroftYN,YNScore,SubmitYN
teachera2017,lVCsVwN7lnQosJDyWxGY3jRV1Xv2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201701,lYVJZowdNPZwHBf9RLleUxH5jnK2,145442000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201702,lYlxkeLQwpMDPOX7nLfVCxGGQyW2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201704,lZuRuaAeEhPKGY7bY38ttSFz5Fs1,144886000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201703,lbK3VfSpoVhHR1HxdF8xYKDPFCB2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201705,lcqIYL2lbHU0hN1vHG3jXlyhNBW2,157273000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201704,lg2NwQFd4GWTRNlwrZwmM5Q4WnS2,159793000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201704,liA5mpLPCPV9JNCNmNUb9M1xEke2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201703,lkrV3PQttXQ9JAY0HdZYNxKhzUu2,150452000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201704,lm8GwyKTw1PhPvORZ2Bs7i0wFcQ2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201705,lnX61lP2adWIBBkGZTZbl7bCmoa2,159050000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201701,loKaNZepIMSspVY4gVqvthBaXww2,159850000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201701,lt7W67VzQONikHSySoaJgejaKhs1,149155000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201701,ltFvoNEoBmg4Peqvy9v2YqwD4EG3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201701,ltop5Yn83eS7pNZEtHWVCt9Mes02,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,lv9Xv50IYwNAtohspTSajOdQcd93,153338000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201705,lw4ummOx9dgyuIBjHUaECsuFWdd2,150726000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,lyglWGa2PvU4KPkvweg6U0ZbD5E3,156695000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201706,lyudNOiEviMApo9h4z6uUYimnrG3,156380000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201703,m0qTIPXeAjP4PyJ6tp0vZrTCUV33,138704000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201703,m1wNR0DxOScVTckdY3lGY0Bdg7a2,135377000,PLUTO,0,EARTH,0,     ,0,     ,0,     ,0,     ,0,0,1
tammy_wong201705,m202aPPXL2bOSXasOl0Do0YBYxw2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201704,m2izqRZe4SUjYJMk9iNlNDrN5Sm1,151897000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201703,m4FWuzGQQEUw5oxB2oKDVDd4akn1,149012000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201701,m5OQNeZnbtSc2hexZK5MVYhZmDZ2,159610000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,m5dKnnLdWgSSvy8diAxK09qKUF53,156476000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201704,m8DTjtYZODUVPx7ABEBSrcVNvYo1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201703,mD02pvU7GfbMoIvrislFmUPZPbF2,139301000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,mD6facVVfBT598e12IHGRdcdEjF3,147928000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201704,mEKCOucQO0OXIEHPSc54KqcKZX33,145212000,     ,0,     ,0,     ,0,     ,0,     ,0,EUROPA,0,0,1
EM201705,mEfPUyUf9FW3Vl60sAy8aVp79xj2,153262000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201702,mF4YUMHyfkXm7NzVWnAR336uRLK2,156776000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201704,mFPBYh39jSUavVkWAbQ9QJxGhEF3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,mH4hJtMSQsbr4LerzScEo5jQX5G3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,mIWO21Ck0sgISuX9bRnfF8khtQs1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201703,mJ7SdMecgtO9b181hI7MeeAWZLH3,157736000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201703,mKp4GRkvHsO2nh30FadtuN1XSOu2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,mLiMCYu29YZOr26LGGUFCM5dyej1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,mN1GzlT3mGWjQzwbaQQpP4d4kZc2,125246000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,mOY8SWZ8EydXinc3vz7Rb8zdyB82,157453000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,mTjhasXoR0VsPPIrvaCH8UF8fdJ3,155881000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201705,mUDh4XLXjyRKqw41DeH9FWNGtdm1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,mULwZ0wA3DRqzcr1Bp57dbmQMVE2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,mUzhIyuKVTUcVT5Lf8kuHOSdZRV2,153969000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201706,mY5i8grhv4P3uYqZ0lCYLvhEncz1,156929000,     ,0,     ,0,TITAN,0,     ,0,     ,0,     ,0,0,1
newbridge_teacherb2017,mYyC83L0yafwTItARQVbrTRK96C3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,mbuRsLgmpIaAd9efdCrDothVZbF2,158268000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,mccDdCnAMleKHJJB5IT5V7QIbGn1,159110000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,mekHynvUoTcYp5pZscLWY9iMpb83,148544000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,mew3WqqhYkfGIfXiMQMVtIwVInW2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201704,mleVNZAAZ9XcIBkqScoSUQvaWVK2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201701,mn01mj1q5EaRdptGBVl658fTBIB3,155581000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201704,mnOMHEHp9kb8xQx2rdy0S4BccLU2,155008000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teachera2017,momxyntgskZ7X1YIkxViGygeiNj2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ken_carson201701,mpy34CEMhDMROa38Khz0fxKL4ho2,151820000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,msR0BWsjSpSQIQ1dJMb19XjyLXf2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201704,mskqCKZqoSeFjU4gI3y1FHz0les1,158730000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201701,mtbqYi2wGkcfHk07fZxQBqfXxng1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201704,mvGmBrYcL3RjrZ41yB0Sq0KH7A53,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201705,mvxJ1vO2OBY9E2P3xTg2BkNhanD2,158655000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201703,mxmejJAxySPdfcFxavqFPcFGzMD2,158238000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201704,mzicVDtEY5W11zHMAyfatCmXSOV2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherc2017,n24MdQ3c8YYR0PuI2C3BkUYT7Ru1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201702,n2usZgx4mLWILuQgGMHS1gdwMV82,160000000,PLUTO,0,     ,0,     ,0,     ,0,EUROPA,0,     ,0,0,1
EM201705,n52jrh5iqsYGuAczhLwfEYyYth42,156066000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201705,n5uGc8TZisUi9dfZ5U7t7GvDwM82,134458000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201703,n69T8y90OOhAVIfurswEDS4IQj52,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201703,n8LfKMtSbAZIiwNEdYwaY2j1hIk2,151714000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,n9C3xi1NVwRetCNwB1xxd1yfzmh1,153884000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,nAYz9gtytgPhS9cm82VKRS6vsgu2,154145000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201705,nAoCpv7aKegAqgPox73zhjh6v422,149769000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201703,nDr3OtBqqiOKgBMjcfpFyzALPuI2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201702,nFOzYMoC2vNdEFDsh2JGeo3k8jc2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201705,nFaNKI7HUAXbDm43zwV0q5NSd1J3,155034000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,nIjuap0OWpQOW7hoMy73aGKH7NL2,131880000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201703,nJJe5pGjhphc67BjeS2LSlk9jTU2,149893000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,nMOogPlmA4MWr8JpjY4NeE8dQYq2,158993000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,nNY0uTZi5EhOMN1qWC1qxsMwNBe2,158990000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201704,nNhPIU0rYgfZ3hWfCUg6tuI5ok03,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201705,nPX6vpVrrDNEhxQIiOG8qSxKwQI3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,nPgmSuqAO1NM5M1jod8E34LDBqC3,150109000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201704,nQYhRl45E7Rlmo3umroc90RcM9a2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201702,nSZhAXwDvRat4qjKqLtDwB4LwAM2,155548000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,nSoBGUlyZVWSknrlmckDyPwoTnm2,141605000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,nTB37uPb4TQ4FQ9AtcYjjfTVmSC3,153362000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,nTxYaL3UEXUuiUQWTnBLjGuJjEq2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201703,nV5etK3SLrMaxEQC1ccjXO29yu93,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,nWzld8XqdFMY7CK3E6zsE5NwxMU2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201705,nZRNJExK9zUGGgy4UYjiAQsCq1h1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,ndlHIKiBmrQ98dLMo62ct9xgDzi1,143452000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201705,ngyij127oAfdUKKDqW9xrIToXVY2,157934000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,njMFm87Vq8TvUB8lFDlso71SNaT2,157148000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201701,nkBO2szIeGZlTKQU0HUAdLmiq6d2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201704,nmCF4j8QDyecyTzekSzA2AW62PF3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201705,nmzAkj7x7ZhhPMevdoF9BHsRD3G3,157308000,SATURN,0,     ,0,JUPITER,0,     ,0,     ,0,     ,0,0,1
EM201704,noNfgjbQivUOnOnZTuzgBpJNvsg1,153302000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201701,nqFcOVQln0frGAovipbphR06rUR2,158739000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201704,nqNq2xIql2dGTs46uCBdt0I7RXW2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201704,nuNQacIXajPEkuhD033mbiDIAi43,158740000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201701,nv52cJOru8Vcy8lU6Lu5Py8Of7j1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201705,nw1jbMLVDeP0PsNRK7pFzvaWX0z1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201703,nyW3Rx83AVcRzYnlJhZfwN8QfqI3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,o1jEwXWSkYTVt8w5TDdJXOHnMcj1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201703,o1schNsmhngNtaHVbL3zwbCHcr83,153425000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,o4ZVULAk2CVvUUdBhiVt4JzSamY2,157813000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201705,o6FHtOTcYXVJWu1r0pu24RLUghF3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201701,o9pMResB28bkxN9UIfClXGmebWx2,144815000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,oDStkiWn9GXORcxXJ7VP6Xar8w82,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201705,oE6ONZ3zhIMnYdGsDe0RIImWZ1Y2,150483000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201706,oFTzuK2WcYaoEwcutAAwNo6AEg92,154522000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201704,oGJepFY00fg4HDdIW7RFj3Mxg8M2,139782000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201704,oGkiRD2JKQVvH0LODOHVxAB5zGS2,151634000,     ,0,     ,0,     ,0,PLUTO,0,     ,0,     ,0,0,1
jennifer_squires201702,oITF0ha4ziTo4YeKsXa5lAomMeT2,158679000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,oIue1BoRLcT3Jnw7qEkEfEeJlyA3,148830000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,oKSVonjBduddTtxydOwQPFay70L2,159035000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherc2017,oKYtVV03KxUFlLak2XWrsAo1D1w2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201705,oNEJFbumoRYWwB46zNaW9OL3f4I2,159080000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201704,oOKj9qi0HiOeI1j6YQBboDkbAE12,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201704,oOjXUOiIAUPMHaWd7nVdVjWeX3t2,151777000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teachera2017,oQ2uD94mUIQ9L4X0sTBWdW7Cnf73,159200000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201702,oWGduA0tukSBTmg3cCtdUldkXgD3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201702,oX8dXn9amoQcTUz0q66hh8fLgdU2,150740000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,oZBQpgi2HbOBbjucKvyi9QCCQhQ2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,oagmMSuoRaT5TlVGdFiwrwEtdE92,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201702,obKvrweNs6UHcLPoHDAnJEpMgbR2,143316000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,obcKMF9wlIgAKr6Agy67f5t5WuG2,155929000,TITAN,0,URANUS,0,MOON,0,     ,0,     ,0,     ,0,0,1
tammy_wong201705,obpXZS4pmZg0RE1GrjrHFjjwtY33,132336000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201703,oc5obDnbZkWVavavq2NRACh6fBk1,153694000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201706,ocuzbQC6c1SwlQ6EYsuDk2wnvyn2,157213000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201703,ofuFH3ylZMdfmvCiqKn1iBoWOjI3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,oiwENV7eWySlodtfMNuC0z6CfD82,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,ojm8MhKatmVHxQfRKDRXpUz1vgC3,145214000,     ,0,     ,0,     ,0,     ,0,TITAN,0,     ,0,0,1
courtney_boyd201704,ok9q27tUkGheFPMGFDvENNF0kGg1,157492000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,okAw3D5IvwUAEOfGy2EhdHS4jAm2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201705,olzvkav9rthSNS4a3lA44IAofqw2,151676000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201702,omTnEajAwSZc3M9x2Tg06RkFSlh2,158968000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherc2017,oobliVhneeNMmBZ7xwNzJfg6tWq2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,oohwT78qPdXax8c0idnde0jXJp83,155759000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201703,opYWEHSbFHdG3oDTSyhQjwpm6gA2,158678000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,opwqI8NLG9gtwIRd9Gv1ASGi0492,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201704,oqYm77VLVkXpNGcPDTX8oFwW6vh1,154889000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201702,or6NiwqXNZT0s932GkZEcI5fh393,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201703,orgA0GsU5VX6Cdy3H1xaVg9ffH03,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201703,ouA6hSQclTRjXUTDVs7gzWPK9qj2,155696000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,ovPRjB8OgmeDr5r8daAfsNAM7ks2,149535000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,ovgYxDmugNWqK0HTwhlttIHwcr03,158934000,TRITON,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
megan_kritzer201704,ovkjaBmexaSRjfynWF0MLxUpouh1,157906000,     ,0,     ,0,     ,0,MERCURY,0,     ,0,     ,0,0,1
CL201704,owimQv5G3kQdfV0nJJfsBd04f1W2,147856000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201705,ox7GBw5HiATkS9geIEgd2fe70KK2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,oyQpanzprcZ5zjgu4ndGEYPvNpy2,156171000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201702,p01GaDTThdShjm1nvH1CMErM2iv1,157708000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,p2HlTRRT24epXnb36rOOpFAMobS2,131338000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201701,p2ptSMAQu7RNbI58iR61VIWiTEG2,154886000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,p8SzBey70ORaingt8vIbVwhFcgH2,153424000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ken_carson201701,p8Wv254qm1esxWfCL2ZIo7AyXK33,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201704,pAB9RA733iUnTyKACrGT27eTxap2,157708000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201703,pAZ1nDmYt1Q68is9bbHC1iv8AWS2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201701,pBMw4dtBwIYaXGgQYEG8DnxNxFz1,154858000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,pDDijGJX4eWi3kqlYZD1oB9c4ZZ2,150235000,MOON,0,PLUTO,0,MARS,0,EARTH,0,MERCURY,0,MARS,0,0,1
carolina_carner201705,pDPlUBhqlfTxWaFE3wAZQmy0Pd52,147949000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201705,pH7YK0Q7rCQv4XQAbNfK7L7XEo33,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201705,pJlMhz6zU3W3MIhV4LW1SDaqchh1,129983000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,pK4crkvwHkfsMMVkYJGbwHmHKax1,138424000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,pNUE2JBhw7VDbQs9Ek2gEGoYqDi2,154359000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201701,pOlNunP7GQhqIJCPBNZODtEUZtf1,154682000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201705,pSMfySoEI2hx3eNMD3tJpDi6YRj1,155029000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,pT0nVa5NEfNf5whGsXKR4GUNeH02,159055000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,pTfdahtnMjWwXP8VRLqsqZMY52I2,153452000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherb2017,pUMaSaypsvMPJssnwauoSazD2pr1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201705,pXCB2oS3MEWzXg1CjR1Gk14jRN62,156559000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201704,pYTJ0n2PYbZ9Z6zpzFseEP2H0R82,158485000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201702,pZmKMo9mpcfPJbDaWf9Yyg5kh0M2,156886000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201702,pa8DAOSBL6buWqzNImGzzQz145s1,155043000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201702,pamGRW1Zv1ZI8jindXRrQKjlY5F2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,pbORe50BckU40QqDML4eOHdXX9p1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201701,pbRcX4P8T0NPxyx1gq80q1NVuvg1,152373000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201703,pcXfIViTptX5uaMxjoNpbnvvB2O2,158238000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201701,pcr5LtLNCVcSrto4WCAoj8tljT52,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,pctYk1bo4dQmf4qD9DJWTZFmqJA3,144089000,TRITON,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
micheal2017,pdQstREKDBeJe1sVGqvP041QQHN2,150504000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201701,pguPHM391ySg17AIxMKmuVAyNj82,157568000,SUN,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
EM201704,phlWRObkiHb8U0IZakIbrWH5Ehd2,154566000,NEPTUNE,0,MARS,0,     ,0,     ,0,     ,0,     ,0,0,1
LJ201703,pik5d7xzWZcIYSqYgl3qVy8iJkn1,156964000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,pjZLeovEqCgbGM9XzeO0178WlvU2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201703,plcUeUBd8aQPS8vNIuQWW6BMXss2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,pmSKB3D4u5fhtcOgclk8qZtQIAB3,153979000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201703,poD8XG7B1PQpSGtP1MvDDBw4R2H3,147241000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201701,pppnSM2ojlOj9zAfFbH4tCIqxHl2,158850000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,prNeSdyu59RkgXV6sZfOomwQzmA2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201706,ps0ctWe9FXXDvTLTRGN8HEynIyw2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
